Set,CardID,Name,Identifier,Color,Type,Attribute,Ability,Cost,Vibe,Rarity,FeaturingPudgy,IllusName,imageURL
Bap,6,Stealth Birb,StealthBirb,Red,Character,Birb,"This Character doesn't participate in Vibe Check unless it has 17 or more vibe counters on it. Whenever you draw any number of cards, put that many vibe counters on this Character.",2,1,Rare,2238,Stoopid Penguin,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/StealthBirb.png
Bap,7,Unidentified Flying Birb,UnidentifiedFlyingBirb,Red,Character,Birb,"Whenever you ice any number of cards from your hand, you get a Fishsicle.",2,2,Common,2238,blue boo,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/UnidentifiedFlyingBirb.png
Bap,8,Chaos Birb,ChaosBirb,Red,Character,Birb,"[ACT] _F_: Each player draws a card, then ices a card from their hand.",2,3,Common,2238,Stoopid Penguin,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/ChaosBirb.png
Bap,9,Drama Birb,DramaBirb,Red,Character,Birb,,2,4,Common,2238,Stoopid Penguin,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/DramaBirb.png
Bap,10,Relaxing Birb,RelaxingBirb,Red,Character,Birb,"When you ice the first card from your hand each Cycle, if this Character is flopped, draw a card. Whenever another Relaxing Birb enters a huddle, ice this Character.",3,3,Uncommon,2238,aokiss,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/RelaxingBirb.png
Bap,11,Bachelor Birb,BachelorBirb,Red,Character,Birb,"When this Character enters the huddle, draw a card, then ice a card from your hand.",3,4,Common,2238,chlorophilly,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/BachelorBirb.png
Bap,12,E=mc^birb,Emcbirb,Red,Character,Birb,"When this Character enters the huddle, if you have four or more Red Action cards in your ice, choose a Character and flop it.",3,4,Common,2238,bluugu - Lucius,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/Emcbirb.png
Bap,13,Birbman,Birbman,Red,Character,Birb,"Whenever this Character wins Vibe Check, draw a card, then ice a card from your hand.",3,5,Common,2238,bluugu - Lucius,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/Birbman.png
Bap,14,Perplexed Birb,PerplexedBirb,Red,Character,Birb,"[ACT] _R__R__R_, _F_: Choose a Character and flop it.",4,4,Uncommon,2238,Stoopid Penguin,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/PerplexedBirb.png
Bap,15,Roasting Birb,RoastingBirb,Red,Character,Birb,"Whenever you ice any number of cards from your hand, boost this Character's vibe by 2 for the rest of this Cycle.",4,4,Common,2238,Stoopid Penguin,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/RoastingBirb.png
Bap,16,The Rodromancer,TheRodromancer,Red,Character,Birb,You can play one Red non-Saucy Action from your Rods each Cycle as if it were Saucy (one per Rodromancer).,4,4,Rare,2238,chlorophilly,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/TheRodromancer.png
Bap,17,"Orrin, Forest Guardian",OrrinForestGuardian,Red,Character,Birb,"Whenever this Character produces Pudge, you may pick a Character card in your ice and put it under this Character. [ACT] _F_: Pick a card under this Character and put it into your hand.",5,2,Mythic,2238,Groowut,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/OrrinForestGuardian.png
Bap,18,The Birb of Music,TheBirbOfMusic,Red,Character,Birb,_R__R__R_,6,4,Uncommon,2238,aokiss,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/TheBirbOfMusic.png
Bap,19,Leader of the Charge,LeaderOfTheCharge,Red,Character,Birb,"[ACT] _F_: You can play Red Actions from your ice this Cycle. If Red Action cards would be put in your ice this Cycle, put them on the bottom of your deck instead. Ice this Character.",8,3,Mythic,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LeaderOfTheCharge.png
Bap,20,Window-Shopping Birb,WindowshoppingBirb,Red,Character,Birb,"Whenever you ice any number of cards from your hand, put that many vibe counters on each Character in your huddle.",9,6,Rare,2238,aokiss,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/WindowshoppingBirb.png
Bap,21,"Heads I Win, Tails We Win",HeadsIWinTailsWeWin,Red,Action,,"Flip a coin. If heads, you draw two cards. If tails, each player draws a card.",R,0,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/HeadsIWinTailsWeWin.png
Bap,22,Healthy Push!,HealthyPush,Red,Action,Saucy,You can only play this Action if it's face-down as a Rod. Flip this card over to play it. Each player ices a card from their hand.,R,0,Rare,2238,Yosuke Ando,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/HealthyPush.png
Bap,23,Vibe Scan,VibeScan,Red,Action,,Choose a Character with vibe 2 or less and ice it.,R,0,Common,2238,Jungle,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/VibeScan.png
Bap,24,Good Vibes Only,GoodVibesOnly,Red,Action,,"As an additional cost to play this Action, ice two cards from your hand. Draw three cards.",RR,0,Uncommon,2238,The Grimmus,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/GoodVibesOnly.png
Bap,25,Romantic Gesture,RomanticGesture,Red,Action,,Red Characters can produce an additional _R_ for the rest of this Cycle.,RR,0,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/RomanticGesture.png
Bap,26,Study All Day,StudyAllDay,Red,Action,,"Draw two cards, then ice a card from your hand.",RR,0,Common,2238,aokiss,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/StudyAllDay.png
Bap,27,Hunt for the Holy Sauce,HuntForTheHolySauce,Red,Action,,Choose two Characters and put 2 vibe counters on each of them. Draw a card.,RRR,0,Common,2238,blue boo,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/HuntForTheHolySauce.png
Bap,28,On Thin Ice,OnThinIce,Red,Action,,"As an additional cost to play this Action, reveal another Red Action card from your hand. Choose a Character and ice it.",RRR,0,Common,2238,chlorophilly,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/OnThinIce.png
Bap,29,Euphoric Leap,EuphoricLeap,Red,Action,,"Choose a Character. Boost its vibe by 5 for the rest of this Cycle. If it wins Vibe Check this Cycle, ice it.",RRRR,0,Uncommon,2238,bluugu - Lucius,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/EuphoricLeap.png
Bap,30,Lunch With a View,LunchWithAView,Red,Action,,"This Action costs one less _R_ to play for each Red Action you've played this Cycle. Choose a Rod, Relic, or Character and ice it.",RRRRRR,0,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LunchWithAView.png
Bap,31,Utter Mayhem,UtterMayhem,Red,Action,,Choose a Character with the highest vibe in your huddle. Ice all Characters with vibe greater than it.,RRRRRR,0,Rare,2238,Aephai,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/UtterMayhem.png
Bap,32,Y?,Y,Red,???,,"When this card is iced from your hand, you get a Fishsicle.",,0,Rare,2238,Jungle,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/Y.png
Bap,33,Elegant Birb,ElegantBirb,Yellow,Character,Birb,"When this Character enters the huddle, choose another Character and put a vibe counter on it.",1,1,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/ElegantBirb.png
Bap,34,Influencer Birb,InfluencerBirb,Yellow,Character,Birb,,1,2,Common,2238,aokiss,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/InfluencerBirb.png
Bap,35,Farmer Birb,FarmerBirb,Yellow,Character,Birb,"When this Character enters the huddle, reveal a face-down Rod you control. If it's a Yellow Character card, put it into your hand.",2,2,Common,2238,aokiss,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/FarmerBirb.png
Bap,36,Jolly Birb,JollyBirb,Yellow,Character,Birb,[ACT] _F_: Pick two cards in your opponent's ice and put them on the bottom of their deck.,2,2,Common,2238,bluugu - Lucius,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/JollyBirb.png
Bap,37,Visionary Birb,VisionaryBirb,Yellow,Character,Birb,"When this Character enters the huddle, reveal the top card of your deck. If it's a Character card with Fish cost 2, put it into your huddle and ice this Character.",2,2,Uncommon,2238,blue boo,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/VisionaryBirb.png
Bap,38,Noctua,Noctua,Yellow,Character,Birb,This Character can only [ACT] if another Character entered your huddle this Cycle. [ACT] _F_: Put a vibe counter on this Character.,2,3,Common,2238,aokiss,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/Noctua.png
Bap,39,Wall Birb,WallBirb,Yellow,Character,Birb,"When this Character enters the huddle, if your huddle has more Characters than your opponent's huddle, put 2 vibe counters on this Character.",2,3,Common,2238,Stoopid Penguin,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/WallBirb.png
Bap,40,Tailor Birb,TailorBirb,Yellow,Character,Birb,,2,4,Common,2238,aokiss,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/TailorBirb.png
Bap,41,Scholar Birb,ScholarBirb,Yellow,Character,Birb,"When this Character is iced, choose a Character and put 3 vibe counters on it.",3,2,Common,2238,bluugu - Lucius,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/ScholarBirb.png
Bap,42,Avis,Avis,Yellow,Character,Birb,This Character can only [ACT] if three or more other Characters entered your huddle this Cycle. [ACT] _F_: Choose a Character and ice it.,3,3,Rare,2238,aokiss,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/Avis.png
Bap,43,Tony Birb,TonyBirb,Yellow,Character,Birb,"When this Character enters the huddle, choose a Character with vibe 4 or less and flop it.",3,4,Common,2238,bluugu - Lucius,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/TonyBirb.png
Bap,44,Striker Birb,StrikerBirb,Yellow,Character,Silly Birb,"When this Character enters the huddle, choose a non-Silly Character in your huddle and ice it. At the start of the next Cycle, return it from ice to its owner's huddle.",4,1,Uncommon,2238,Stoopid Penguin,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/StrikerBirb.png
Bap,45,Pluma,Pluma,Yellow,Character,Birb,This Character can only [ACT] if two or more other Characters entered your huddle this Cycle. [ACT] _F_: Choose a Character and flop it.,4,3,Uncommon,2238,aokiss,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/Pluma.png
Bap,46,Giga Birb,GigaBirb,Yellow,Character,Birb,"When this Character enters the huddle, put a vibe counter on it for each other Character in your huddle.",4,4,Rare,2238,Stoopid Penguin,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/GigaBirb.png
Bap,47,Uncertain Birb,UncertainBirb,Yellow,Character,Birb,"When this Character enters the huddle, if another Character entered your huddle this Cycle, this Character enters with 3 vibe counters.",4,6,Common,2238,Stoopid Penguin,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/UncertainBirb.png
Bap,48,Goalie Birb,GoalieBirb,Yellow,Character,Birb,"[ACT] _Y__Y__Y_, _F_: Choose a Character in your huddle and ice it. At the start of the next Cycle, return it from ice to its owner's huddle.",5,4,Rare,2238,Stoopid Penguin,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/GoalieBirb.png
Bap,49,Sleepy Birb,SleepyBirb,Yellow,Character,Birb,"Whenever this Character produces Pudge, choose another Character in your huddle and return it to its owner's hand.",5,6,Rare,2238,aokiss,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/SleepyBirb.png
Bap,50,Birb Who Always Gets Lost,BirbWhoAlwaysGetsLost,Yellow,Character,Birb,[ACT] _F_: Choose a Character. Boost its vibe by the number of Characters in your huddle for the rest of this Cycle.,6,4,Common,2238,bluugu - Lucius,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/BirbWhoAlwaysGetsLost.png
Bap,51,Sudsy Birb,SudsyBirb,Yellow,Character,Birb,"[ACT] _F_, pick two cards in your opponent's ice and put them on the bottom of their deck: Choose a Character and ice it. At the start of the next Cycle, return it from ice to its owner's huddle.",7,6,Rare,2238,The Grimmus,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/SudsyBirb.png
Bap,52,Lumin Who Sees All,LuminWhoSeesAll,Yellow,Character,Birb,This Character costs one less _T_ to play for each Character in your huddle.,10,12,Mythic,2238,ALIENQUEEN,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LuminWhoSeesAll.png
Bap,53,Quiver the Flightful,QuiverTheFlightful,Yellow,Character,Birb,[ACT] _F_: Choose thirteen other Characters and flop them. (You must choose exactly thirteen Characters).,13,13,Mythic,2238,Grant Yun,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/QuiverTheFlightful.png
Bap,54,Burn It All,BurnItAll,Yellow,Action,,Ice the top two cards of your deck. Draw a card.,Y,0,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/BurnItAll.png
Bap,55,Night of the Living Birb,NightOfTheLivingBirb,Yellow,Action,,Choose a Character that entered the huddle this Cycle. Return it to its owner's hand.,Y,0,Uncommon,2238,Jungle,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/NightOfTheLivingBirb.png
Bap,56,Reminisce,Reminisce,Yellow,Action,,"Choose a Character. For the rest of this Cycle, boost its vibe by 2 and if it wins Vibe Check, draw a card.",Y,0,Common,2238,chlorophilly,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/Reminisce.png
Bap,57,"Lame Story, Sis!",LameStorySis,Yellow,Action,Saucy,You can only play this Action if it's face-down as a Rod. Flip this card over to play it. Choose a player. Pick two cards in their ice and put them on top of their deck in any order.,YY,0,Rare,2238,Yosuke Ando,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LameStorySis.png
Bap,58,Lift Off,LiftOff,Yellow,Action,,"Choose a Character with vibe 2 or less. Flip a coin. If heads, put 6 vibe counters on it. If tails, return the Character to its owner's hand and draw a card.",YY,0,Common,2238,Stoopid Penguin,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LiftOff.png
Bap,59,True Form,TrueForm,Yellow,Action,,"Choose a Character and ice it. At the start of the next Cycle, return it from ice to its owner's huddle.",YY,0,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/TrueForm.png
Bap,60,Chill Out,ChillOut,Yellow,Action,,Draw a card for each Character iced this Cycle.,YYY,0,Common,2238,Jungle,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/ChillOut.png
Bap,61,Identity Crisis,IdentityCrisis,Yellow,Action,,"Choose a Character. If you have the Baron, ice that Character. Otherwise, boost its vibe by 2 for the rest of this Cycle.",YYY,0,Common,2238,Stoopid Penguin,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/IdentityCrisis.png
Bap,62,Step by Step,StepByStep,Yellow,Action,,"Choose a Character. If it has vibe counters on it, ice it. Otherwise, flop it.",YYY,0,Uncommon,2238,chlorophilly,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/StepByStep.png
Bap,63,The Birb of Venus,TheBirbOfVenus,Yellow,Action,,Boost the vibe of Characters that entered your huddle this Cycle by 6 for the rest of this Cycle.,YYYY,0,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/TheBirbOfVenus.png
Bap,64,Birbs Night Out,BirbsNightOut,Yellow,Action,,Choose two Characters that share a color and ice them.,YYYYYY,0,Rare,2238,Aephai,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/BirbsNightOut.png
Bap,65,Lil Sweet Stack,LilSweetStack,Green,Character,Lil Penguin,[ACT] _F_: Choose a Green Character and put a vibe counter on it.,2,1,Common,2238,Stoopid Penguin,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilSweetStack.png
Bap,66,Reflective Penguin,ReflectivePenguin,Green,Character,Penguin,"As long as you have the Baron, this Character can produce _G__G_.",2,2,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/ReflectivePenguin.png
Bap,67,Business Birb,BusinessBirb,Green,Character,Birb,,2,4,Common,2238,blue boo,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/BusinessBirb.png
Bap,68,Penguin of the Fallen Cone,PenguinOfTheFallenCone,Green,Character,Penguin,"Whenever this Character produces Pudge, choose a Green Character and put a vibe counter on it.",3,2,Rare,2238,Stoopid Penguin,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/PenguinOfTheFallenCone.png
Bap,69,Cubist Penguin,CubistPenguin,Green,Character,Penguin,"[ACT] _F_, remove 3 vibe counters from this Character: Choose an unflopped Character and ice it.",3,2,Rare,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/CubistPenguin.png
Bap,70,Impressionist Penguin,ImpressionistPenguin,Green,Character,Penguin,"[ACT] _F_, remove 2 vibe counters from this Character: Draw a card.",3,2,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/ImpressionistPenguin.png
Bap,71,Realist Penguin,RealistPenguin,Green,Character,Penguin,"[ACT] _F_, remove a vibe counter from this Character: Choose a Character and boost its vibe by 3 for the rest of this Cycle.",3,2,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/RealistPenguin.png
Bap,72,Steamboat Pengy,SteamboatPengy,Green,Character,Penguin,"Whenever another Green Character enters your huddle, put a vibe counter on it.",4,2,Uncommon,2238,The Grimmus,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/SteamboatPengy.png
Bap,73,Lil Helium,LilHelium,Green,Character,Lil Penguin,"When this Character enters the huddle, choose another Character and put 2 vibe counters on it.",3,3,Common,2238,blue boo,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilHelium.png
Bap,74,Baker Birb,BakerBirb,Green,Character,Birb,,3,6,Common,2238,aokiss,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/BakerBirb.png
Bap,75,Lil Persuader,LilPersuader,Green,Character,Lil Penguin,"At the end of Action Time, if you don't have the Baron, ice this Character.",3,7,Common,2238,Stoopid Penguin,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilPersuader.png
Bap,76,Here Come Dat Peng,HereComeDatPeng,Green,Character,Penguin,"Whenever you win Vibe Check, put a vibe counter on this Character. This ability is the only way vibe counters can be put on this Character. At the start of your turn, if this Character has 9 vibe counters on it, you win the game.",4,2,Rare,2238,aokiss,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/HereComeDatPeng.png
Bap,77,Honorable Penguin,HonorablePenguin,Green,Character,Penguin,"Whenever another Character enters your huddle, you may pay _T__T__T_. If you do, put 4 vibe counters on it.",4,4,Uncommon,2238,bluugu - Lucius,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/HonorablePenguin.png
Bap,78,Lumberjack Penguin,LumberjackPenguin,Green,Character,Penguin,"This Character enters the huddle with 4 vibe counters on it. Whenever another Character enters your huddle, move all vibe counters from this Character onto it.",5,2,Common,2238,chlorophilly,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LumberjackPenguin.png
Bap,79,Victorious Penguin,VictoriousPenguin,Green,Character,Penguin,"At the end of Action Time, if you have the Baron, put a vibe counter on each Character in your huddle.",4,4,Common,2238,Jungle,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/VictoriousPenguin.png
Bap,80,Hypnotized Penguin,HypnotizedPenguin,Green,Character,Penguin,"Whenever this Character wins Vibe Check, choose a Character. It joins your huddle. Ice this Character.",4,6,Rare,2238,bluugu - Lucius,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/HypnotizedPenguin.png
Bap,81,Whistler's Penguin,WhistlersPenguin,Green,Character,Penguin,"Whenever a Character is chosen by anything, put a vibe counter on that Character.",5,4,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/WhistlersPenguin.png
Bap,82,Penguin Who Is What He Eats,PenguinWhoIsWhatHeEats,Green,Character,Penguin,[ACT] _F_: Boost the vibe of each Character in your huddle by this Character's vibe for the rest of this Cycle.,8,4,Rare,2238,bluugu - Lucius,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/PenguinWhoIsWhatHeEats.png
Bap,83,Lil Who Learns,LilWhoLearns,Green,Character,Lil Penguin,[ACT] _F_: Choose a Character in your huddle. Put vibe counters on this Character equal to that Character's vibe. Return it to its owner's hand.,8,5,Rare,2238,aokiss,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilWhoLearns.png
Bap,84,"Jaskel, Imaginator",JaskelImaginator,Green,Character,Penguin,This Character can only [ACT] if you have 8 or more vibe counters on Characters in your huddle. [ACT] _F_: Choose a Character and put 8 vibe counters on it.,8,8,Mythic,2238,Zaid,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/JaskelImaginator.png
Bap,85,Umbra on Dream's Edge,UmbraOnDreamsEdge,Green,Character,Penguin,"[ACT] _F_: The next time this Character would be iced this Cycle, it isn't.",10,10,Mythic,2238,MUMBOT,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/UmbraOnDreamsEdge.png
Bap,86,Freeze Frame,FreezeFrame,Green,Action,,"Choose up to two Green Characters in your huddle and put a vibe counter on each of them. Whenever any number of vibe counters are removed from a Green Character in your huddle, if this card is in your ice, return it to your hand.",G,0,Uncommon,2238,Jungle,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/FreezeFrame.png
Bap,87,Pump,Pump,Green,Action,,Choose a Character with the lowest vibe in your huddle. Boost its vibe by 6 for the rest of this Cycle.,G,0,Common,2238,Jungle,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/Pump.png
Bap,88,Brofessional Agreement,BrofessionalAgreement,Green,Action,,You get the Baron.,GG,0,Uncommon,2238,Jungle,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/BrofessionalAgreement.png
Bap,89,Control the Board,ControlTheBoard,Green,Action,,"Draw a card. If you used two Characters each with vibe 8 or greater to pay this card's Pudge cost, return this from ice to your hand at the start of the next Cycle.",GG,0,Common,2238,Aephai,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/ControlTheBoard.png
Bap,90,Side Eye,SideEye,Green,Action,,Choose a Character. Its controller draws a card. Ice that Character.,GG,0,Common,2238,aokiss,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/SideEye.png
Bap,91,Twist-A-What!,Twistawhat,Green,Action,Saucy,You can only play this Action if it's face-down as a Rod. Flip this card over to play it. Choose a Character and flop it.,GG,0,Rare,2238,Yosuke Ando,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/Twistawhat.png
Bap,92,But You Didn't Even Win,ButYouDidntEvenWin,Green,Action,,Choose any number of Green Characters in your huddle. Return them to their owners' hands. Draw that many cards.,GGG,0,Uncommon,2238,Jungle,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/ButYouDidntEvenWin.png
Bap,93,The Great Chowdown,TheGreatChowdown,Green,Action,,Choose any number of Characters and put 2 vibe counters on each of them.,GGG,0,Uncommon,2238,bluugu - Lucius,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/TheGreatChowdown.png
Bap,94,Rampant Vibeflation,RampantVibeflation,Green,Action,,Choose a Character in your huddle. Put vibe counters on it equal to its vibe.,GGGG,0,Common,2238,Aephai,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/RampantVibeflation.png
Bap,95,Squad Strike,SquadStrike,Green,Action,,"Choose a Character. If it's Green, put 6 vibe counters on it. Otherwise, ice it.",GGGG,0,Common,2238,Aephai,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/SquadStrike.png
Bap,96,Final Verdict,FinalVerdict,Green,Action,,This Action costs one less _G_ to play for each Green Character in your huddle with any number of vibe counters on it. Draw two cards.,GGGGG,0,Common,2238,Aephai,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/FinalVerdict.png
Bap,97,Lil Gamer,LilGamer,Blue,Character,Lil Penguin,"Whenever this Character is outfitted, put 2 vibe counters on it.",2,1,Common,2238,Stoopid Penguin,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilGamer.png
Bap,98,Hoodie Penguin,HoodiePenguin,Blue,Character,Penguin,"Whenever this Character wins Vibe Check, look at the top card of your deck. If it's a Fit card, you may reveal it and draw it. Otherwise, put it on the bottom of your deck.",2,2,Common,2238,blue boo,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/HoodiePenguin.png
Bap,99,Junkyard Penguin,JunkyardPenguin,Blue,Character,Penguin,[ACT] _F_: Choose a Fit you control and ice it. Draw a card.,2,2,Common,2238,Jungle,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/JunkyardPenguin.png
Bap,100,Wonder Weaver,WonderWeaver,Blue,Character,Birb,,2,4,Common,2238,bluugu - Lucius,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/WonderWeaver.png
Bap,101,Penguin in Blue,PenguinInBlue,Blue,Character,Penguin,"Whenever a Fit you control is iced from play, put it on top of your deck.",5,2,Rare,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/PenguinInBlue.png
Bap,102,Alchemist Penguin,AlchemistPenguin,Blue,Character,Penguin,"When this Character enters the huddle, you may ice a card from your hand. If you do, search your deck for a Fit card and reveal it. Put it into your hand and shuffle your deck.",3,2,Rare,2238,aokiss,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/AlchemistPenguin.png
Bap,103,Archaeologist Penguin,ArchaeologistPenguin,Blue,Character,Penguin,"[ACT] _F_: Reveal a face-down Rod you control. If it's a Fit card, put it into your hand.",3,2,Common,2238,chlorophilly,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/ArchaeologistPenguin.png
Bap,104,Pengu,Pengu,Blue,Character,Penguin,Playable during Action Time as if it were an Action.,3,2,Rare,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/Pengu.png
